t_ms,path_len_m,est_x_in,est_y_in,est_theta_deg,est_lat_in,mpc_x_m,mpc_y_m,mpc_th_rad,mpc_vy_mps,mpc_s_m,s_proj_m,s_err_clamped_m,s_after_int_m,u_v_mps,u_w_rads,u_vs_mps,solve_status,solve_ms,sqp_iter,kkt,ref_x_m,ref_y_m,ref_th_rad,meas_v_ins,meas_w_rads,cmd_v_mps,cmd_w_rads
8385,1.398873,-1.7084,35.3772,28.0871,0.0000,-0.043394,0.898582,0.490213,0.000000,1.295215,1.295215,0.000000,1.295215,0.845227,-3.113820,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000424,0.000082,0.845227,-3.113820
8395,1.398873,-1.7084,35.3772,28.0927,0.0000,-0.043394,0.898581,0.490310,0.000000,1.295215,1.295215,0.000000,1.295215,0.845243,-3.113709,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000798,-0.000027,0.845243,-3.113709
8405,1.398873,-1.7085,35.3771,28.0943,0.0000,-0.043395,0.898579,0.490338,0.000000,1.295215,1.295215,0.000000,1.295215,0.845257,-3.113610,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000650,0.000071,0.845257,-3.113610
8415,1.398873,-1.7085,35.3771,28.0913,0.0000,-0.043395,0.898578,0.490286,0.000000,1.295215,1.295215,0.000000,1.295215,0.845275,-3.113490,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000446,-0.000042,0.845275,-3.113490
8425,1.398873,-1.7085,35.3770,28.0957,0.0000,-0.043396,0.898576,0.490362,0.000000,1.295215,1.295215,0.000000,1.295215,0.845287,-3.113405,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000236,-0.000039,0.845287,-3.113405
8435,1.398873,-1.7085,35.3770,28.0960,0.0000,-0.043396,0.898576,0.490368,0.000000,1.295215,1.295215,0.000000,1.295215,0.845299,-3.113325,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000402,0.000067,0.845299,-3.113325
8445,1.398873,-1.7085,35.3770,28.1015,0.0000,-0.043396,0.898575,0.490463,0.000000,1.295215,1.295215,0.000000,1.295215,0.845304,-3.113289,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,-0.000145,0.000014,0.845304,-3.113289
8455,1.398873,-1.7085,35.3770,28.1052,0.0000,-0.043396,0.898575,0.490528,0.000000,1.295215,1.295215,0.000000,1.295215,0.845305,-3.113282,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000548,-0.000016,0.845305,-3.113282
8465,1.398873,-1.7085,35.3771,28.1030,0.0000,-0.043396,0.898580,0.490490,0.000000,1.295215,1.295215,0.000000,1.295215,0.845308,-3.113264,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000623,0.000047,0.845308,-3.113264
8475,1.398873,-1.7084,35.3772,28.1047,0.0000,-0.043394,0.898580,0.490520,0.000000,1.295215,1.295215,0.000000,1.295215,0.845308,-3.113262,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000443,0.000031,0.845308,-3.113262
8485,1.398873,-1.7084,35.3772,28.1080,0.0000,-0.043393,0.898582,0.490577,0.000000,1.295215,1.295215,0.000000,1.295215,0.845305,-3.113286,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000612,0.000075,0.845305,-3.113286
8495,1.398873,-1.7084,35.3772,28.0990,0.0000,-0.043393,0.898582,0.490421,0.000000,1.295215,1.295215,0.000000,1.295215,0.845311,-3.113241,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000254,0.000008,0.845311,-3.113241
8505,1.398873,-1.7084,35.3772,28.1027,0.0000,-0.043393,0.898581,0.490485,0.000000,1.295215,1.295215,0.000000,1.295215,0.845313,-3.113225,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000403,-0.000009,0.845313,-3.113225
8515,1.398873,-1.7084,35.3773,28.1023,0.0000,-0.043392,0.898582,0.490478,0.000000,1.295215,1.295215,0.000000,1.295215,0.845316,-3.113208,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000044,0.000050,0.845316,-3.113208
8525,1.398873,-1.7083,35.3773,28.1028,0.0000,-0.043392,0.898583,0.490487,0.000000,1.295215,1.295215,0.000000,1.295215,0.845318,-3.113197,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000005,-0.000006,0.845318,-3.113197
8535,1.398873,-1.7084,35.3773,28.1050,0.0000,-0.043392,0.898582,0.490525,0.000000,1.295215,1.295215,0.000000,1.295215,0.845317,-3.113202,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000377,0.000005,0.845317,-3.113202
8545,1.398873,-1.7084,35.3772,28.1026,0.0000,-0.043393,0.898581,0.490483,0.000000,1.295215,1.295215,0.000000,1.295215,0.845319,-3.113186,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000041,0.000040,0.845319,-3.113186
8555,1.398873,-1.7084,35.3773,28.1008,0.0000,-0.043393,0.898584,0.490452,0.000000,1.295215,1.295215,0.000000,1.295215,0.845323,-3.113160,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000004,0.000078,0.845323,-3.113160
8565,1.398873,-1.7084,35.3773,28.0965,0.0000,-0.043393,0.898583,0.490375,0.000000,1.295215,1.295215,0.000000,1.295215,0.845332,-3.113101,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000189,-0.000026,0.845332,-3.113101
8575,1.398873,-1.7083,35.3773,28.0979,0.0000,-0.043392,0.898584,0.490400,0.000000,1.295215,1.295215,0.000000,1.295215,0.845338,-3.113055,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000020,-0.000006,0.845338,-3.113055
8585,1.398873,-1.7084,35.3773,28.0997,0.0000,-0.043392,0.898583,0.490433,0.000000,1.295215,1.295215,0.000000,1.295215,0.845343,-3.113024,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000190,0.000010,0.845343,-3.113024
8595,1.398873,-1.7084,35.3772,28.0937,0.0000,-0.043393,0.898581,0.490328,0.000000,1.295215,1.295215,0.000000,1.295215,0.845354,-3.112946,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000209,0.000030,0.845354,-3.112946
8605,1.398873,-1.7084,35.3772,28.0930,0.0000,-0.043393,0.898581,0.490316,0.000000,1.295215,1.295215,0.000000,1.295215,0.845366,-3.112864,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000211,0.000049,0.845366,-3.112864
8615,1.398873,-1.7084,35.3771,28.0919,0.0000,-0.043394,0.898579,0.490296,0.000000,1.295215,1.295215,0.000000,1.295215,0.845379,-3.112774,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000023,0.000073,0.845379,-3.112774
8625,1.398873,-1.7084,35.3772,28.0925,0.0000,-0.043393,0.898581,0.490307,0.000000,1.295215,1.295215,0.000000,1.295215,0.845391,-3.112694,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,-0.000186,-0.000048,0.845391,-3.112694
8635,1.398873,-1.7084,35.3772,28.0944,0.0000,-0.043393,0.898581,0.490340,0.000000,1.295215,1.295215,0.000000,1.295215,0.845400,-3.112631,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000544,0.000103,0.845400,-3.112631
8645,1.398873,-1.7084,35.3773,28.0923,0.0000,-0.043393,0.898585,0.490303,0.000000,1.295215,1.295215,0.000000,1.295215,0.845411,-3.112557,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000623,0.000031,0.845411,-3.112557
8655,1.398873,-1.7084,35.3773,28.0922,0.0000,-0.043392,0.898583,0.490302,0.000000,1.295215,1.295215,0.000000,1.295215,0.845422,-3.112484,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000819,0.000036,0.845422,-3.112484
8665,1.398873,-1.7083,35.3773,28.0905,0.0000,-0.043392,0.898583,0.490272,0.000000,1.295215,1.295215,0.000000,1.295215,0.845434,-3.112401,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000276,-0.000033,0.845434,-3.112401
8675,1.398873,-1.7083,35.3773,28.0866,0.0000,-0.043391,0.898583,0.490203,0.000000,1.295215,1.295215,0.000000,1.295215,0.845450,-3.112289,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000218,0.000039,0.845450,-3.112289
8685,1.398873,-1.7083,35.3773,28.0872,0.0000,-0.043391,0.898584,0.490214,0.000000,1.295215,1.295215,0.000000,1.295215,0.845465,-3.112188,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000400,0.000014,0.845465,-3.112188
8695,1.398873,-1.7083,35.3773,28.0872,0.0000,-0.043391,0.898584,0.490215,0.000000,1.295215,1.295215,0.000000,1.295215,0.845479,-3.112089,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000231,0.000016,0.845479,-3.112089
8705,1.398873,-1.7083,35.3773,28.0852,0.0000,-0.043391,0.898583,0.490180,0.000000,1.295215,1.295215,0.000000,1.295215,0.845496,-3.111978,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000589,0.000023,0.845496,-3.111978
8715,1.398873,-1.7083,35.3773,28.0878,0.0000,-0.043391,0.898583,0.490225,0.000000,1.295215,1.295215,0.000000,1.295215,0.845508,-3.111890,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000252,-0.000012,0.845508,-3.111890
8725,1.398873,-1.7083,35.3773,28.0882,0.0000,-0.043391,0.898583,0.490232,0.000000,1.295215,1.295215,0.000000,1.295215,0.845521,-3.111807,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000215,0.000031,0.845521,-3.111807
8735,1.398873,-1.7083,35.3774,28.0852,0.0000,-0.043391,0.898586,0.490179,0.000000,1.295215,1.295215,0.000000,1.295215,0.845535,-3.111707,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000211,0.000038,0.845535,-3.111707
8745,1.398873,-1.7083,35.3773,28.0844,0.0000,-0.043391,0.898584,0.490165,0.000000,1.295215,1.295215,0.000000,1.295215,0.845551,-3.111601,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000211,0.000035,0.845551,-3.111601
8755,1.398873,-1.7083,35.3773,28.0895,0.0000,-0.043391,0.898584,0.490254,0.000000,1.295215,1.295215,0.000000,1.295215,0.845560,-3.111538,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000211,0.000064,0.845560,-3.111538
8765,1.398873,-1.7083,35.3773,28.0864,0.0000,-0.043392,0.898583,0.490200,0.000000,1.295215,1.295215,0.000000,1.295215,0.845573,-3.111451,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000399,0.000001,0.845573,-3.111451
8775,1.398873,-1.7083,35.3773,28.0851,0.0000,-0.043391,0.898583,0.490178,0.000000,1.295215,1.295215,0.000000,1.295215,0.845586,-3.111359,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000043,0.000075,0.845586,-3.111359
8785,1.398873,-1.7083,35.3773,28.0835,0.0000,-0.043391,0.898584,0.490150,0.000000,1.295215,1.295215,0.000000,1.295215,0.845601,-3.111257,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000381,0.000000,0.845601,-3.111257
8795,1.398873,-1.7083,35.3773,28.0877,0.0000,-0.043391,0.898583,0.490222,0.000000,1.295215,1.295215,0.000000,1.295215,0.845611,-3.111190,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000229,0.000032,0.845611,-3.111190
8805,1.398873,-1.7083,35.3774,28.0830,0.0000,-0.043390,0.898585,0.490142,0.000000,1.295215,1.295215,0.000000,1.295215,0.845625,-3.111092,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000589,0.000054,0.845625,-3.111092
8815,1.398873,-1.7083,35.3774,28.0833,0.0000,-0.043390,0.898586,0.490147,0.000000,1.295215,1.295215,0.000000,1.295215,0.845638,-3.111000,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,-0.000313,0.000063,0.845638,-3.111000
8825,1.398873,-1.7083,35.3775,28.0820,0.0000,-0.043390,0.898588,0.490124,0.000000,1.295215,1.295215,0.000000,1.295215,0.845653,-3.110902,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000154,0.000048,0.845653,-3.110902
8835,1.398873,-1.7083,35.3774,28.0833,0.0000,-0.043391,0.898585,0.490147,0.000000,1.295215,1.295215,0.000000,1.295215,0.845665,-3.110815,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000205,0.000044,0.845665,-3.110815
8845,1.398873,-1.7083,35.3774,28.0818,0.0000,-0.043390,0.898586,0.490119,0.000000,1.295215,1.295215,0.000000,1.295215,0.845679,-3.110720,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000210,-0.000048,0.845679,-3.110720
8855,1.398873,-1.7083,35.3774,28.0818,0.0000,-0.043390,0.898585,0.490119,0.000000,1.295215,1.295215,0.000000,1.295215,0.845693,-3.110626,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000399,-0.000009,0.845693,-3.110626
8865,1.398873,-1.7083,35.3773,28.0821,0.0000,-0.043391,0.898584,0.490125,0.000000,1.295215,1.295215,0.000000,1.295215,0.845706,-3.110536,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000231,0.000069,0.845706,-3.110536
8875,1.398873,-1.7083,35.3773,28.0837,0.0000,-0.043392,0.898583,0.490152,0.000000,1.295215,1.295215,0.000000,1.295215,0.845717,-3.110460,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000025,-0.000006,0.845717,-3.110460
8885,1.398873,-1.7083,35.3773,28.0845,0.0000,-0.043392,0.898583,0.490167,0.000000,1.295215,1.295215,0.000000,1.295215,0.845727,-3.110392,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000191,-0.000013,0.845727,-3.110392
8895,1.398873,-1.7083,35.3773,28.0866,0.0000,-0.043391,0.898584,0.490205,0.000000,1.295215,1.295215,0.000000,1.295215,0.845734,-3.110344,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000397,0.000047,0.845734,-3.110344
8905,1.398873,-1.7083,35.3774,28.0892,0.0000,-0.043390,0.898586,0.490249,0.000000,1.295215,1.295215,0.000000,1.295215,0.845738,-3.110320,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000607,0.000015,0.845738,-3.110320
8915,1.398873,-1.7083,35.3775,28.0951,0.0000,-0.043391,0.898588,0.490353,0.000000,1.295215,1.295215,0.000000,1.295215,0.845734,-3.110344,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000442,0.000018,0.845734,-3.110344
8925,1.398873,-1.7083,35.3774,28.0952,0.0000,-0.043391,0.898586,0.490353,0.000000,1.295215,1.295215,0.000000,1.295215,0.845731,-3.110365,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000612,-0.000002,0.845731,-3.110365
8935,1.398873,-1.7083,35.3773,28.0932,0.0000,-0.043392,0.898583,0.490319,0.000000,1.295215,1.295215,0.000000,1.295215,0.845731,-3.110368,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000442,0.000051,0.845731,-3.110368
8945,1.398873,-1.7083,35.3773,28.0908,0.0000,-0.043391,0.898584,0.490276,0.000000,1.295215,1.295215,0.000000,1.295215,0.845733,-3.110352,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000424,-0.000034,0.845733,-3.110352
8955,1.398873,-1.7083,35.3773,28.0845,0.0000,-0.043391,0.898583,0.490167,0.000000,1.295215,1.295215,0.000000,1.295215,0.845743,-3.110287,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000610,0.000016,0.845743,-3.110287
8965,1.398873,-1.7083,35.3772,28.0872,0.0000,-0.043392,0.898582,0.490214,0.000000,1.295215,1.295215,0.000000,1.295215,0.845749,-3.110245,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000630,0.000023,0.845749,-3.110245
8975,1.398873,-1.7084,35.3772,28.0828,0.0000,-0.043393,0.898581,0.490137,0.000000,1.295215,1.295215,0.000000,1.295215,0.845760,-3.110168,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000444,0.000026,0.845760,-3.110168
8985,1.398873,-1.7084,35.3771,28.0790,0.0000,-0.043393,0.898579,0.490071,0.000000,1.295215,1.295215,0.000000,1.295215,0.845776,-3.110062,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000236,0.000003,0.845776,-3.110062
8995,1.398873,-1.7084,35.3771,28.0769,0.0000,-0.043393,0.898579,0.490035,0.000000,1.295215,1.295215,0.000000,1.295215,0.845793,-3.109944,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000213,0.000061,0.845793,-3.109944
9005,1.398873,-1.7084,35.3772,28.0763,0.0000,-0.043394,0.898582,0.490024,0.000000,1.295215,1.295215,0.000000,1.295215,0.845810,-3.109827,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000399,-0.000011,0.845810,-3.109827
9015,1.398873,-1.7084,35.3773,28.0751,0.0000,-0.043392,0.898582,0.490003,0.000000,1.295215,1.295215,0.000000,1.295215,0.845827,-3.109706,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000043,0.000029,0.845827,-3.109706
9025,1.398873,-1.7083,35.3773,28.0763,0.0000,-0.043392,0.898582,0.490023,0.000000,1.295215,1.295215,0.000000,1.295215,0.845843,-3.109598,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000381,0.000032,0.845843,-3.109598
9035,1.398873,-1.7084,35.3772,28.0777,0.0000,-0.043393,0.898581,0.490049,0.000000,1.295215,1.295215,0.000000,1.295215,0.845857,-3.109502,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000229,0.000022,0.845857,-3.109502
9045,1.398873,-1.7084,35.3771,28.0817,0.0000,-0.043393,0.898579,0.490117,0.000000,1.295215,1.295215,0.000000,1.295215,0.845867,-3.109438,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,-0.000351,-0.000009,0.845867,-3.109438
9055,1.398873,-1.7084,35.3772,28.0846,0.0000,-0.043393,0.898581,0.490170,0.000000,1.295215,1.295215,0.000000,1.295215,0.845872,-3.109400,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000526,0.000062,0.845872,-3.109400
9065,1.398873,-1.7084,35.3772,28.0850,0.0000,-0.043393,0.898580,0.490175,0.000000,1.295215,1.295215,0.000000,1.295215,0.845877,-3.109365,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000433,0.000002,0.845877,-3.109365
9075,1.398873,-1.7084,35.3771,28.0863,0.0000,-0.043394,0.898579,0.490199,0.000000,1.295215,1.295215,0.000000,1.295215,0.845881,-3.109340,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000423,0.000019,0.845881,-3.109340
9085,1.398873,-1.7085,35.3770,28.0919,0.0000,-0.043395,0.898577,0.490296,0.000000,1.295215,1.295215,0.000000,1.295215,0.845879,-3.109356,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000422,0.000057,0.845879,-3.109356
9095,1.398873,-1.7085,35.3771,28.0902,0.0000,-0.043395,0.898579,0.490267,0.000000,1.295215,1.295215,0.000000,1.295215,0.845878,-3.109360,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000422,-0.000028,0.845878,-3.109360
9105,1.398873,-1.7085,35.3769,28.0941,0.0000,-0.043397,0.898574,0.490335,0.000000,1.295215,1.295215,0.000000,1.295215,0.845874,-3.109388,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000234,0.000024,0.845874,-3.109388
9115,1.398873,-1.7085,35.3769,28.0929,0.0000,-0.043396,0.898575,0.490314,0.000000,1.295215,1.295215,0.000000,1.295215,0.845871,-3.109407,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000401,-0.000010,0.845871,-3.109407
9165,1.398873,-1.7085,35.3769,28.0907,0.0000,-0.043396,0.898575,0.490278,0.000000,1.295215,1.295215,0.000000,1.295215,0.845871,-3.109411,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000750,0.000057,0.845871,-3.109411
9167,1.398873,-1.7085,35.3769,28.0922,0.0000,-0.043396,0.898573,0.490301,0.000000,1.295215,1.295215,0.000000,1.295215,0.845869,-3.109422,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000390,0.000030,0.845869,-3.109422
9168,1.398873,-1.7085,35.3769,28.0916,0.0000,-0.043396,0.898574,0.490292,0.000000,1.295215,1.295215,0.000000,1.295215,0.845868,-3.109429,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000319,0.000027,0.845868,-3.109429
9169,1.398873,-1.7085,35.3769,28.0925,0.0000,-0.043396,0.898574,0.490307,0.000000,1.295215,1.295215,0.000000,1.295215,0.845866,-3.109443,1.200000,0,0.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000255,0.000023,0.845866,-3.109443
9171,1.398873,-1.7085,35.3769,28.0907,0.0000,-0.043396,0.898574,0.490275,0.000000,1.295215,1.295215,0.000000,1.295215,0.845866,-3.109443,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000236,0.000022,0.845866,-3.109443
9179,1.398873,-1.7085,35.3769,28.0856,0.0000,-0.043396,0.898574,0.490186,0.000000,1.295215,1.295215,0.000000,1.295215,0.845872,-3.109404,1.200000,0,0.0000,1,0.000000,-0.146825,1.090467,0.511098,-0.000158,0.000025,0.845872,-3.109404
9185,1.398873,-1.7085,35.3771,28.0850,0.0000,-0.043396,0.898578,0.490175,0.000000,1.295215,1.295215,0.000000,1.295215,0.845877,-3.109365,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000129,0.000081,0.845877,-3.109365
9195,1.398873,-1.7085,35.3770,28.0896,0.0000,-0.043396,0.898576,0.490256,0.000000,1.295215,1.295215,0.000000,1.295215,0.845878,-3.109362,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000392,0.000016,0.845878,-3.109362
9205,1.398873,-1.7085,35.3770,28.0904,0.0000,-0.043396,0.898576,0.490269,0.000000,1.295215,1.295215,0.000000,1.295215,0.845877,-3.109363,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000606,-0.000033,0.845877,-3.109363
9215,1.398873,-1.7085,35.3770,28.0904,0.0000,-0.043396,0.898576,0.490270,0.000000,1.295215,1.295215,0.000000,1.295215,0.845877,-3.109365,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000065,0.000044,0.845877,-3.109365
9225,1.398873,-1.7085,35.3770,28.0828,0.0000,-0.043396,0.898575,0.490137,0.000000,1.295215,1.295215,0.000000,1.295215,0.845886,-3.109308,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000195,0.000016,0.845886,-3.109308
9235,1.398873,-1.7085,35.3769,28.0747,0.0000,-0.043396,0.898575,0.489997,0.000000,1.295215,1.295215,0.000000,1.295215,0.845903,-3.109190,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000397,0.000034,0.845903,-3.109190
9245,1.398873,-1.7085,35.3770,28.0685,0.0000,-0.043395,0.898576,0.489889,0.000000,1.295215,1.295215,0.000000,1.295215,0.845926,-3.109030,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,-0.000145,0.000020,0.845926,-3.109030
9255,1.398873,-1.7085,35.3770,28.0693,0.0000,-0.043396,0.898575,0.489903,0.000000,1.295215,1.295215,0.000000,1.295215,0.845948,-3.108880,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000172,0.000027,0.845948,-3.108880
9265,1.398873,-1.7085,35.3770,28.0732,0.0000,-0.043395,0.898576,0.489970,0.000000,1.295215,1.295215,0.000000,1.295215,0.845965,-3.108765,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000019,0.000014,0.845965,-3.108765
9275,1.398873,-1.7085,35.3771,28.0687,0.0000,-0.043396,0.898577,0.489892,0.000000,1.295215,1.295215,0.000000,1.295215,0.845986,-3.108621,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000378,0.000024,0.845986,-3.108621
9285,1.398873,-1.7085,35.3770,28.0686,0.0000,-0.043396,0.898576,0.489889,0.000000,1.295215,1.295215,0.000000,1.295215,0.846007,-3.108478,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000417,0.000061,0.846007,-3.108478
9295,1.398873,-1.7085,35.3770,28.0694,0.0000,-0.043396,0.898576,0.489905,0.000000,1.295215,1.295215,0.000000,1.295215,0.846026,-3.108347,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000045,0.000057,0.846026,-3.108347
9305,1.398873,-1.7085,35.3769,28.0639,0.0000,-0.043397,0.898573,0.489808,0.000000,1.295215,1.295215,0.000000,1.295215,0.846051,-3.108174,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000381,0.000069,0.846051,-3.108174
9315,1.398873,-1.7085,35.3769,28.0643,0.0000,-0.043397,0.898573,0.489815,0.000000,1.295215,1.295215,0.000000,1.295215,0.846075,-3.108010,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000229,0.000055,0.846075,-3.108010
9325,1.398873,-1.7085,35.3769,28.0604,0.0000,-0.043397,0.898572,0.489746,0.000000,1.295215,1.295215,0.000000,1.295215,0.846103,-3.107819,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,-0.000163,-0.000002,0.846103,-3.107819
9335,1.398873,-1.7086,35.3768,28.0629,0.0000,-0.043397,0.898572,0.489790,0.000000,1.295215,1.295215,0.000000,1.295215,0.846127,-3.107653,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000358,0.000018,0.846127,-3.107653
9345,1.398873,-1.7085,35.3769,28.0613,0.0000,-0.043397,0.898572,0.489762,0.000000,1.295215,1.295215,0.000000,1.295215,0.846153,-3.107480,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000227,0.000074,0.846153,-3.107480
9356,1.398873,-1.7085,35.3768,28.0613,0.0000,-0.043397,0.898572,0.489763,0.000000,1.295215,1.295215,0.000000,1.295215,0.846177,-3.107312,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000607,0.000040,0.846177,-3.107312
9365,1.398873,-1.7085,35.3770,28.0599,0.0000,-0.043397,0.898576,0.489738,0.000000,1.295215,1.295215,0.000000,1.295215,0.846202,-3.107143,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000433,-0.000039,0.846202,-3.107143
9375,1.398873,-1.7086,35.3769,28.0622,0.0000,-0.043398,0.898572,0.489779,0.000000,1.295215,1.295215,0.000000,1.295215,0.846224,-3.106993,1.200000,0,1.0000,1,0.000000,-0.146825,1.090467,0.511098,0.000423,0.000043,0.846224,-3.106993
